video_id,author,comment_id,comment_text,like_count,published_at,comment_link
XiCrniLQGYc,@frangipang1955,Ugx1dOitN7FwvSM6Slp4AaABAg,"I think depression is a whole lot more complex than is portrayed. The remedy seems simple, but it isn't. I cope with being house bound, isolated, in severe and constant pain, alone, death of my two young children, for which there is no cure. A progressive disease which I cope with daily, but fear losing my independence. However small. How I would love to be able to walk again. Be pain free, ride my bicycle, go shopping, feel normal like others. Everyone has a different set of difficulties to overcome, according to how overwhelmed they feel, or how strong they are and the quality of support they get. Some are lucky, some are not.",14,2019-12-25T16:04:47Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=Ugx1dOitN7FwvSM6Slp4AaABAg
XiCrniLQGYc,@nathansmith989,UgyaAX_gKwWZHwyzITZ4AaABAg,"Just a reminder that you are not alone, people care about you, I care about you!! I have your back",5,2019-12-23T21:14:08Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgyaAX_gKwWZHwyzITZ4AaABAg
XiCrniLQGYc,@gianluigibattista1371,Ugxj23tFDYZQPoWd3ch4AaABAg,This made me cry.,6,2019-12-18T22:38:50Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=Ugxj23tFDYZQPoWd3ch4AaABAg
XiCrniLQGYc,@lolanessi5833,Ugy8tTHOGyZnQhDp1kh4AaABAg,That's a stupid name for a dog.,6,2019-12-05T18:44:23Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=Ugy8tTHOGyZnQhDp1kh4AaABAg
XiCrniLQGYc,@zackamor8043,UgxNnscMlXm5-QL-GvB4AaABAg,"Seriously though, why represent depression as an animal? Animals are sentient beings, not mental illnesses.",9,2019-12-01T14:10:06Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgxNnscMlXm5-QL-GvB4AaABAg
XiCrniLQGYc,@paulbaker1505,UgwQkzvKihVurlLZAi14AaABAg,Jesus. Never has a vid hit home than this.,4,2019-12-01T10:53:06Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgwQkzvKihVurlLZAi14AaABAg
XiCrniLQGYc,@Os0911,Ugy2CH92UVyjwF33VD54AaABAg,Led Zeppelin,3,2019-11-29T23:38:03Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=Ugy2CH92UVyjwF33VD54AaABAg
XiCrniLQGYc,@xxstreammaster4163,UgwhkSXUYF8N1YbmieZ4AaABAg,"i HaD A rEd BiRd, HiS nAmE wAs AiDs",4,2019-11-28T01:28:47Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgwhkSXUYF8N1YbmieZ4AaABAg
XiCrniLQGYc,@farihamohamedhilmy4700,UgytxUY8NTj0qqGg5IN4AaABAg,What a really strong analogy of depression. A black dog. I now understand my own state of depression better.,4,2019-11-25T14:15:29Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgytxUY8NTj0qqGg5IN4AaABAg
XiCrniLQGYc,@enjuhatdog,UgwOXe8tBBNtWDQ158t4AaABAg,Jonghyun😭😭😭😭,2,2019-11-20T05:24:54Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgwOXe8tBBNtWDQ158t4AaABAg
XiCrniLQGYc,@christophersebastiao7501,Ugwwu6GaFU2Nrfgm0OV4AaABAg,My therapist showed me this. Helped a ton!,4,2019-11-20T05:21:00Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=Ugwwu6GaFU2Nrfgm0OV4AaABAg
XiCrniLQGYc,@usalucas4540,UgwpM7-1q_KaKIAG6Rp4AaABAg,I watched this in health class,2,2019-11-18T13:39:19Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgwpM7-1q_KaKIAG6Rp4AaABAg
XiCrniLQGYc,@GrayyFloyd,UgzflQsko4P6pujVYsJ4AaABAg,HEY HEY MAMA SAID THE WAY YOU MOOOVE,1,2019-11-13T13:39:21Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgzflQsko4P6pujVYsJ4AaABAg
XiCrniLQGYc,@hebergomezmalave5171,Ugz3SAnRi_KfbtJDvh94AaABAg,Why a « black » dog?,5,2019-11-12T12:55:13Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=Ugz3SAnRi_KfbtJDvh94AaABAg
XiCrniLQGYc,@ashbymcgowan,Ugz82nKWvUMZXeYbG0Z4AaABAg,Powerful video!,0,2019-11-11T08:08:20Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=Ugz82nKWvUMZXeYbG0Z4AaABAg
XiCrniLQGYc,@Starry_Night_Sky7455,UgxuIUyQRzSIypkB9dx4AaABAg,"Clearly the dumbass never had a black dog, or any dog ever. Come on, anyone that has a dog knows that canines generally are the opposite of depression. 

So if you have a black cat? Everytime it crosses your path, you're granted 7 years bad luck? 

Okay, so if you have a black Ferrari, what then?",3,2019-11-08T13:19:22Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgxuIUyQRzSIypkB9dx4AaABAg
XiCrniLQGYc,@laegume,UgyOryYN0FJ9XEtcC6l4AaABAg,"Okay, but why did you use a dog as an example though- dogs actually help, A LOT- the irony,, x'd But yes, everything in this is super true though, and ngl hearing it come out of someone else's mouth made me tear up a bit.",2,2019-11-06T04:46:56Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgyOryYN0FJ9XEtcC6l4AaABAg
XiCrniLQGYc,@Lyddiebits,UgwSAX7IdGdd2qaFnqt4AaABAg,❤,0,2019-10-29T17:22:02Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgwSAX7IdGdd2qaFnqt4AaABAg
XiCrniLQGYc,@maca2888,UgyoIAGi2yNaTeIlAF54AaABAg,Gracias,0,2019-10-21T20:23:44Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgyoIAGi2yNaTeIlAF54AaABAg
XiCrniLQGYc,@ngocanhnguyen6760,UgxXmfBnoy3dbnJataN4AaABAg,I realize that i am crying,4,2019-10-19T14:48:41Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgxXmfBnoy3dbnJataN4AaABAg
XiCrniLQGYc,@neodvisnot1004,UgwOEODZPN4tbHT36XV4AaABAg,Potrebujem 100.000 evrov da se rešim depresije.,1,2019-10-17T12:32:25Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgwOEODZPN4tbHT36XV4AaABAg
XiCrniLQGYc,@finnchamberlain8416,UgxkERisekYErU91jnl4AaABAg,this video is depressing,0,2019-10-16T09:26:49Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgxkERisekYErU91jnl4AaABAg
XiCrniLQGYc,@deeppurple3928,UgxshB-OIV4hBKVqDSF4AaABAg,😢 i've felt every word,6,2019-10-14T07:04:29Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgxshB-OIV4hBKVqDSF4AaABAg
XiCrniLQGYc,@Tiya24390,UgwPl3aFLKYVCxFmnE14AaABAg,"Wrong animal chosen, dogs actually helps fight depression..",3,2019-10-12T19:21:54Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgwPl3aFLKYVCxFmnE14AaABAg
XiCrniLQGYc,@Daniel-ko9kh,UgzIVr-cAHlYR7cyJAR4AaABAg,cmonBruh,1,2019-10-11T14:19:52Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgzIVr-cAHlYR7cyJAR4AaABAg
XiCrniLQGYc,@doglover3941,UgyP6xFzGYc16GdZsC94AaABAg,"Dogs should not be used to represent depression :-( they are sources of hope, love and givers of peace. Bad choice of representation.",3,2019-10-10T22:02:16Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgyP6xFzGYc16GdZsC94AaABAg
XiCrniLQGYc,@zarywatch5679,UgwppWw61zALiOTfpgZ4AaABAg,I remember looking at this video three years ago trying to get better but I was thinking that I will never get out of this..But thankfully now I am,1,2019-10-09T16:11:31Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgwppWw61zALiOTfpgZ4AaABAg
XiCrniLQGYc,@bikerboy3k,Ugxzqq0wdf9TZlpkwrZ4AaABAg,"I don't know. If this is an accurate representation then I guess I'm fine. I can get rid of these feelings by watching a video, playing a game or listening to a song, or whatever. I shouldn't complain then I guess. I don't have it this bad to be fair.",0,2019-10-07T21:17:31Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=Ugxzqq0wdf9TZlpkwrZ4AaABAg
XiCrniLQGYc,@mohamedfa1603,Ugy-KOU_kJyXwKzK0kN4AaABAg,Is there a psychiatrist here,1,2019-10-01T17:56:19Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=Ugy-KOU_kJyXwKzK0kN4AaABAg
XiCrniLQGYc,@TheChesterfieldFan,UgwR3as8vp-1A8L8-194AaABAg,"So incredibly relatable. Currently having the worst time of my life with Depression and Anxiety,feel so alone like it will never get better and i have no purpose in my life anymore. Keep trying to tell myself I can get better and certainly hope I will. This is hopefully a phase that I will get over as I hope all you will guys will aswell. Good luck to you all👍🏻",6,2019-09-30T13:17:17Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgwR3as8vp-1A8L8-194AaABAg
XiCrniLQGYc,@KevinGurnett,UgwTOM2bLsk532qSCHx4AaABAg,when does a person begin to really see the blackdog for years its been there at your feet the mental anguish begins when mistake after mistake is often covered up as depression  maybe aloved one cant cope with your dramas the dog takes hold and then the depression quickly itensifies next thing your so called putting labels all over yourself i know ive become a walking stick it note  god grant me the ability to know the difference sadly most cant see the difference  when i wake up tomorrow i promise to have no negative thoughts practice my positive mental attitude and try as hard as hell to push the darkness away and let some new light in  stay safe and be proud of whatever you have because some have less its a good thought  be strong and smile  and remember to TALK its also a big plus in life,1,2019-09-30T11:05:35Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgwTOM2bLsk532qSCHx4AaABAg
XiCrniLQGYc,@Pikachu_Duck_Lemonade,Ugzi4zwD2CGwEQA5SlJ4AaABAg,"""Keeping up an emotional lie is eqausting""

You could've not been more precise my man 👏👏👏",17,2019-09-18T20:43:19Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=Ugzi4zwD2CGwEQA5SlJ4AaABAg
XiCrniLQGYc,@Pikachu_Duck_Lemonade,UgzDIEVPIDNJzaJskYp4AaABAg,I have a black dog...  Yeah its not fun...🙃,1,2019-09-18T20:42:06Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgzDIEVPIDNJzaJskYp4AaABAg
XiCrniLQGYc,@johnnymarlin1283,UgzsUY6F8GL05QqlBbp4AaABAg,Depression sucks.,1,2019-09-15T07:13:50Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgzsUY6F8GL05QqlBbp4AaABAg
XiCrniLQGYc,@Boom3120,Ugy-MJT5n1JzHefi5mx4AaABAg,this is why you need to adopt a black cat instead !,1,2019-09-13T16:33:42Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=Ugy-MJT5n1JzHefi5mx4AaABAg
XiCrniLQGYc,@tobaliciousholland12,UgxX3BP2_RlbtUAACX94AaABAg,"This video refers to the dog as 'mongrel' and 'mutt'. WHO, choose your symbolism more carefully! Dogs are beautiful, happy animals, and their presence literally helps ward off sad and negative thoughts.

I've had depression. It did not feel like a silent companion that came and went. It was ever-present. I think you could and should have chosen a different concept for the imagery. Perhaps a dark blanket might have been better.",2,2019-09-12T23:46:07Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgxX3BP2_RlbtUAACX94AaABAg
XiCrniLQGYc,@aftabgardan2638,UgykpPuJnsJWS6lEzkJ4AaABAg,😒,0,2019-09-12T20:45:55Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgykpPuJnsJWS6lEzkJ4AaABAg
XiCrniLQGYc,@matheusdanielofficial,UgxfX7xhEw706-yiBr14AaABAg,Amazing,0,2019-09-10T21:12:17Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgxfX7xhEw706-yiBr14AaABAg
XiCrniLQGYc,@tellychel1610,UgwH7hDAL-cvVXoTz-V4AaABAg,there is no help...no turning point...,0,2019-09-09T03:58:00Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgwH7hDAL-cvVXoTz-V4AaABAg
XiCrniLQGYc,@riky95,UgxZesHGCRXoklYnKs94AaABAg,I actually like dogs,0,2019-09-05T21:51:17Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgxZesHGCRXoklYnKs94AaABAg
XiCrniLQGYc,@lora900,Ugz5ZcoJG1VeIYH9RQt4AaABAg,RIP Kim Jonghyun,1,2019-09-01T04:34:52Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=Ugz5ZcoJG1VeIYH9RQt4AaABAg
XiCrniLQGYc,@Mattoshie,UgxaZklsaD326oENRQF4AaABAg,Just eat the dog,0,2019-08-29T00:19:34Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgxaZklsaD326oENRQF4AaABAg
XiCrniLQGYc,@Gabriel_-ql2ys,Ugx3MgEkzyIDRaqzgZ14AaABAg,Kenya gracias,1,2019-08-21T15:14:34Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=Ugx3MgEkzyIDRaqzgZ14AaABAg
XiCrniLQGYc,@MyMindGeek,UgwwCzFrQrTvUERi_wN4AaABAg,"What a sad metaphor ! My 3 dogs are the sunshine of my life. I am so thankful I have them in this otherwise shitty life. They are one of the few things that make me feel grateful about life. Using the word ""dog"" to talk about depression is  a total contradiction in terms ! You should have used another metaphor for depression!",1,2019-08-16T19:01:36Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgwwCzFrQrTvUERi_wN4AaABAg
XiCrniLQGYc,@platinumedge7452,UgzO9i4NmVcT_CBN6tJ4AaABAg,"You can't get rid of your demons, you can only live above them.",1,2019-08-14T01:13:42Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgzO9i4NmVcT_CBN6tJ4AaABAg
XiCrniLQGYc,@I.O.P.,Ugx2kR1JEe5Mo3iVHYF4AaABAg,I need help..,0,2019-08-13T10:41:28Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=Ugx2kR1JEe5Mo3iVHYF4AaABAg
XiCrniLQGYc,@beezanteeum,Ugw9zomiNDho-JIht8J4AaABAg,"The best antidepressant:
#SmokeWeedEveryday",1,2019-08-12T00:32:27Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=Ugw9zomiNDho-JIht8J4AaABAg
XiCrniLQGYc,@xaven199,UgwxIk9rNCSl8mO-sHV4AaABAg,I love dogs!! 🐶 ❤️,1,2019-08-09T03:59:09Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgwxIk9rNCSl8mO-sHV4AaABAg
XiCrniLQGYc,@mariel.4566,Ugy_VQS-HiVitA3GvAR4AaABAg,"Why are they always referring the word black in a negative way, I hate white racist people?",1,2019-08-08T20:06:35Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=Ugy_VQS-HiVitA3GvAR4AaABAg
XiCrniLQGYc,@gpgs1978,UgzG_QmxT6HYaNaUqA54AaABAg,Very nice video!,0,2019-07-21T13:25:32Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgzG_QmxT6HYaNaUqA54AaABAg
XiCrniLQGYc,@setembroamarelo8198,UgwucjRyi-SwsvIPLSR4AaABAg,Very powerful video.,0,2019-07-20T23:15:58Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgwucjRyi-SwsvIPLSR4AaABAg
XiCrniLQGYc,@danstar222,UgzoB6L4qW-Dik5OLeV4AaABAg,"This changed my life, I also share this with people close to me. Thank you.x",1,2019-07-17T21:03:30Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgzoB6L4qW-Dik5OLeV4AaABAg
XiCrniLQGYc,@songnguyen5295,UgzZW-ANSgSr5lNsuAd4AaABAg,"Don’t be ashamed! You have to speak up how you feel, and what you need help . I already went through depression, I already thought about suicide. Because I kept silent, I didn’t share anything, I hide my feelings with my partner, i refused his help regardless he was willing to help me a lot  I was afraid i am an burden .  One day he couldn’t stand my depression anymore, his depression  came back. Now we have to stop our relationship to cure our health. I feel very regret about that. Now i am curing depression by meditation everyday, i go outside to play with nature, i plant trees. And important I always speak up my feelings for everybody, how I feel, what I need to help. I am getting more better every day. I hope my partner’s health is good and I hope we will get back together soon.",0,2019-07-12T05:07:04Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgzZW-ANSgSr5lNsuAd4AaABAg
XiCrniLQGYc,@JustinCarpAngler,Ugxs5hz8NV6G1FkIYK14AaABAg,The first half of the video is so so real. I could not better describe depression.,0,2019-07-07T05:31:39Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=Ugxs5hz8NV6G1FkIYK14AaABAg
XiCrniLQGYc,@Lionsheart31,UgxvkjkPPl1scJv82Ap4AaABAg,"Damn....  I recognize, myself sooooo much.",0,2019-03-24T14:19:06Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgxvkjkPPl1scJv82Ap4AaABAg
XiCrniLQGYc,@adhcndy,Ugw9ek2H4Jyp8l8xKuV4AaABAg,:),0,2019-03-24T02:03:42Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=Ugw9ek2H4Jyp8l8xKuV4AaABAg
XiCrniLQGYc,@marjorierene427,UgwtN5DTWIxkjWQtOw94AaABAg,Wow thx mum for sending this to me -_-,0,2019-03-21T18:07:33Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgwtN5DTWIxkjWQtOw94AaABAg
XiCrniLQGYc,@DarrenVelSatis,UgzGOLIkn89m8GwcNyJ4AaABAg,very depressing film,0,2019-03-19T19:09:41Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgzGOLIkn89m8GwcNyJ4AaABAg
XiCrniLQGYc,@jrrtolkien7588,UgxcL5fzrAFonb-3KAN4AaABAg,Enhorabuena por el video,0,2019-03-16T18:31:18Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=UgxcL5fzrAFonb-3KAN4AaABAg
XiCrniLQGYc,@oscarcanterbury,Ugw4YjutjEcyQsZrGdN4AaABAg,"WoW! A mental health specialist gave me this link. It talks about me as a person. I'm 43, totally alone as I push everyone away. I can't work and some days I wonder why I go on. I am incredibly irritated about the most trivial things and find humans the most irritating. I am so sensitive and get hurt easily.  I crave love and attention in my life but am so used to being on my own. I know things have to change. What a fantastic video.",54,2019-03-14T09:41:48Z,https://www.youtube.com/watch?v=XiCrniLQGYc&lc=Ugw4YjutjEcyQsZrGdN4AaABAg
-eBUcBfkVCo,@katyazakharova7802,UgxMnSW9iggyDda3OMx4AaABAg,"Wow! What a great talk! Eloquent, connected and inspiring!",1,2026-05-26T19:50:47Z,https://www.youtube.com/watch?v=-eBUcBfkVCo&lc=UgxMnSW9iggyDda3OMx4AaABAg
-eBUcBfkVCo,@MsCathysmith444,Ugz7Ud5DZOE0d33sUhF4AaABAg,I want to post this and say THIS IS ME FRIENDS & Family! Please listen to this video.,1,2025-12-14T14:29:12Z,https://www.youtube.com/watch?v=-eBUcBfkVCo&lc=Ugz7Ud5DZOE0d33sUhF4AaABAg
-eBUcBfkVCo,@bmag9908,UgzX0XrzcFOCkAIUi7V4AaABAg,At once sobering actual and hopeful.,1,2025-11-22T15:25:58Z,https://www.youtube.com/watch?v=-eBUcBfkVCo&lc=UgzX0XrzcFOCkAIUi7V4AaABAg
-eBUcBfkVCo,@Dhdjskncb,UgyCjPMaNUAB9E3-5vJ4AaABAg,"Can't believe this video is 11 years old. I have been searching and searching anything that I could relate to, that gave me some lightbulb moments, that explained and understood what I am going through. I found it ❤",4,2025-11-14T17:06:33Z,https://www.youtube.com/watch?v=-eBUcBfkVCo&lc=UgyCjPMaNUAB9E3-5vJ4AaABAg
-eBUcBfkVCo,@wildhazz,UgxlVgg8FBI3hHnx5KR4AaABAg,gad is a nightmare,0,2025-11-13T05:19:35Z,https://www.youtube.com/watch?v=-eBUcBfkVCo&lc=UgxlVgg8FBI3hHnx5KR4AaABAg
-eBUcBfkVCo,@Derp469,UgyqLO_E912DPwH-IkJ4AaABAg,I’m not gonna lie when I was 13 i used to rewatch this video every single week religiously but coming back now to be honest things never really did get better.,0,2025-11-10T10:36:46Z,https://www.youtube.com/watch?v=-eBUcBfkVCo&lc=UgyqLO_E912DPwH-IkJ4AaABAg
-eBUcBfkVCo,@Gilsworth,UgwfOjrnNtRsjV_2Ebl4AaABAg,"Depression is having a book filled with thoughts and ideas about the world and your circumstance, but only being able to muster out a single sentence when a loved one asks. I think this is where the romantic depressive poet trope was created, when you wish to express so much, but can only manage so little, you choose your words efficiently.",1,2025-11-07T23:58:00Z,https://www.youtube.com/watch?v=-eBUcBfkVCo&lc=UgwfOjrnNtRsjV_2Ebl4AaABAg
-eBUcBfkVCo,@wuraoke7753,UgzpZaVe3-bIu24bS354AaABAg,"13.10.2025, I am here as I have been bullied in NHS no support. When you assert yourself as a black woman they label you rude etc. I fear to get psychotic. I need help I pray but also use any resources.  I can get. Being a black manager in NHS makes you very vulnerable.  Guys let's be kind to each other",1,2025-10-13T21:41:51Z,https://www.youtube.com/watch?v=-eBUcBfkVCo&lc=UgzpZaVe3-bIu24bS354AaABAg
-eBUcBfkVCo,@ninibibiful,UgyGfQgJcTnsLqNCj5R4AaABAg,"Stop making it a secret.

Saying this was secret gave it more power.

I have no idea where I got that idea from",0,2025-10-08T09:54:22Z,https://www.youtube.com/watch?v=-eBUcBfkVCo&lc=UgyGfQgJcTnsLqNCj5R4AaABAg
-eBUcBfkVCo,@rose.fr00,UgxYPE7eoWbLbfZjfB94AaABAg,19:49 Wow,1,2025-10-07T22:20:57Z,https://www.youtube.com/watch?v=-eBUcBfkVCo&lc=UgxYPE7eoWbLbfZjfB94AaABAg
-eBUcBfkVCo,@Y0Y0pro28,UgwrkiT0ehciNeQRU354AaABAg,"16:10 That’s so true. All the issues around mental health, depression, and psychological treatment in the Western world are really just symptoms of how deeply broken our modern society has become. We’ve lost the ability to truly live together and build a real sense of community. Everything has turned into pure individualism.",1,2025-10-05T19:05:33Z,https://www.youtube.com/watch?v=-eBUcBfkVCo&lc=UgwrkiT0ehciNeQRU354AaABAg
-eBUcBfkVCo,@Bethesda-angel,UgzAN33T1tz_mMIp2NV4AaABAg,"For me, depression is a dichotomy. It’s a simultaneous desire for connection and to be left alone. For life to improve and for life to just stop. To come into the light and to hide in the darkness. These dualities create the feeling that no matter what I’m doing, it’s the wrong thing.",2,2025-10-02T14:18:46Z,https://www.youtube.com/watch?v=-eBUcBfkVCo&lc=UgzAN33T1tz_mMIp2NV4AaABAg
-eBUcBfkVCo,@gyrofusionz5954,Ugy_xMySaWmmqo3rwzh4AaABAg,Living with severe psoriasis has .ade me very depressed. I just want this condition to go away and so then I feel like I could focus again once I don't have it.,0,2025-09-28T15:25:43Z,https://www.youtube.com/watch?v=-eBUcBfkVCo&lc=Ugy_xMySaWmmqo3rwzh4AaABAg
